,Step,Node ID,AE loss,Server model loss,Client fine tuned loss,AE fine tuned loss
0,1,38,40.11741256713867,4.578681468963623,3.0057199001312256,0.5382465124130249
1,2,8,7.601889610290527,11.075410842895508,2.9497625827789307,0.6771253943443298
2,3,31,8.482322692871094,9.21982479095459,2.8942763805389404,1.1671524047851562
3,4,6,2.2695817947387695,2.712357997894287,2.985229730606079,0.5017914175987244
4,5,29,2.838069200515747,4.725010395050049,3.0068752765655518,0.42316949367523193
5,6,15,4.388911724090576,27.3330078125,2.9391164779663086,2.5858678817749023
6,7,15,3.5058257579803467,27.918020248413086,3.0080084800720215,2.301582098007202
7,8,7,1.0102328062057495,7.481968402862549,3.054290533065796,1.1730772256851196
8,9,36,1.9717062711715698,155.78363037109375,7.265122890472412,1.2705193758010864
9,10,37,32.82292175292969,15.956832885742188,2.0758187770843506,33.7440071105957
10,11,6,21.96662139892578,21.254945755004883,2.978698968887329,1.0282939672470093
11,12,17,17.39205551147461,29.116317749023438,2.9046926498413086,0.6665763258934021
12,13,32,10.418478965759277,14.943787574768066,3.0391454696655273,0.6080637574195862
13,14,2,2.6064257621765137,10.993414878845215,2.923288106918335,0.7716767191886902
14,15,10,7.204759120941162,12.870647430419922,2.331021785736084,0.8474922180175781
15,16,17,31.070066452026367,9.533076286315918,2.661417245864868,0.7756156325340271
16,17,1,6.164040565490723,88.95255279541016,3.7815539836883545,1.7542614936828613
17,18,25,2.1357431411743164,3.1370418071746826,2.7605478763580322,0.9643807411193848
18,19,51,11.754412651062012,5.310418128967285,2.937298536300659,1.560575008392334
19,20,11,13.872699737548828,3.2205140590667725,2.883223056793213,1.0433412790298462
20,21,30,3.3589935302734375,39.64126968383789,2.8330020904541016,3.4277608394622803
21,22,17,2.8286378383636475,32.68197250366211,2.195625066757202,0.6079315543174744
22,23,48,0.9936754107475281,222.89271545410156,8.09431266784668,2.2350270748138428
23,24,2,3.759453058242798,54.13996124267578,2.673884153366089,0.865874707698822
24,25,15,22.141204833984375,2.998589038848877,2.764918565750122,1.3573811054229736
25,26,47,14.024539947509766,69.05560302734375,2.9988064765930176,1.7581018209457397
26,27,34,25.06592559814453,17.78678321838379,2.788128137588501,26.78498649597168
27,28,20,27.720298767089844,18.941946029663086,2.970299005508423,9.985621452331543
28,29,37,4.75412130355835,6.890460014343262,2.9290847778320312,1.192762851715088
29,30,36,3.100748300552368,3.9047210216522217,2.9774296283721924,1.325742483139038
30,31,17,30.762210845947266,11.724186897277832,2.9740707874298096,0.5702349543571472
31,32,39,36.17917251586914,16.33156394958496,2.9166781902313232,1.493699312210083
32,33,11,4.342018127441406,53.10734558105469,2.897136926651001,0.5583001971244812
33,34,28,1.9073361158370972,48.197792053222656,4.378007411956787,2.041246175765991
34,35,41,1.8926331996917725,46.4318733215332,2.9627063274383545,1.0326032638549805
35,36,23,11.12195110321045,216.37074279785156,12.90996265411377,2.00130295753479
36,37,33,1.847028374671936,535.7266845703125,21.092601776123047,1.678003191947937
37,38,3,2.577401638031006,490.890380859375,92.30133056640625,2.490954875946045
38,39,56,3.0605931282043457,150.0332794189453,12.447322845458984,1.4030715227127075
39,40,8,37.057559967041016,28.29668426513672,2.8387696743011475,1.2289756536483765
40,41,25,2.5078961849212646,10.221116065979004,2.841758966445923,0.5846546292304993
41,42,44,11.647059440612793,12.235526084899902,2.9416451454162598,0.8968202471733093
42,43,4,21.63671875,153.7744903564453,3.376213312149048,2.363365650177002
43,44,23,2.3160083293914795,52.89112091064453,2.962585210800171,0.8507675528526306
44,45,26,32.925323486328125,9.321321487426758,2.962000846862793,1.5330419540405273
45,46,57,2.8231735229492188,14.180556297302246,2.2323732376098633,1.1803274154663086
46,47,0,36.78710174560547,2.021862745285034,2.2161355018615723,1.8801038265228271
47,48,47,3.491720199584961,44.78316879272461,2.9786548614501953,1.7951796054840088
48,49,1,21.00646209716797,62.577232360839844,3.077462673187256,1.7274019718170166
49,50,8,27.968406677246094,6.878180503845215,2.9891672134399414,1.4194908142089844
50,51,24,4.070929050445557,7.075650691986084,2.948237895965576,0.7004234790802002
51,52,37,4.055030345916748,3.2303638458251953,2.8311448097229004,0.9513542652130127
52,53,15,3.84228515625,9.413697242736816,2.874451160430908,1.0076267719268799
53,54,7,1.7551168203353882,9.132726669311523,2.852534532546997,1.010756015777588
54,55,37,1.9523934125900269,8.565359115600586,2.6470766067504883,1.320542812347412
55,56,40,4.475456237792969,52.48836898803711,2.968343734741211,1.1386868953704834
56,57,15,2.1819605827331543,12.67906665802002,2.920847177505493,1.1058144569396973
57,58,50,3.2160024642944336,40.049964904785156,3.3348073959350586,2.053145408630371
58,59,42,28.980754852294922,3.3046698570251465,2.704115629196167,0.44532352685928345
59,60,48,0.7582451701164246,35.654998779296875,2.9957051277160645,0.5116864442825317
60,61,56,8.457969665527344,5.969947338104248,2.9770712852478027,0.6437311172485352
61,62,14,1.975321888923645,159.06594848632812,14.454998016357422,0.8172124624252319
62,63,3,2.640806198120117,153.8263397216797,8.368110656738281,1.9973235130310059
63,64,36,2.3868443965911865,3.9189326763153076,2.8536438941955566,1.071141242980957
64,65,54,17.04035758972168,12.112446784973145,2.4481987953186035,1.8114666938781738
65,66,7,1.1181809902191162,14.261224746704102,2.9921844005584717,0.9937967658042908
66,67,9,4.0433878898620605,8.846628189086914,2.8033437728881836,0.9276164770126343
67,68,26,6.921727657318115,5138.36572265625,1318.0855712890625,6.7555365562438965
68,69,56,1.5536623001098633,6.322497367858887,2.9722719192504883,0.6347700357437134
69,70,23,2.679708242416382,68.62570190429688,3.085728883743286,1.0237023830413818
70,71,8,2.3993539810180664,56.633785247802734,3.1245791912078857,0.8521196842193604
71,72,14,13.448803901672363,6.519482135772705,2.9233434200286865,0.6730080842971802
72,73,34,2.0628724098205566,26.76073455810547,2.951077938079834,0.4785713255405426
73,74,27,40.724082946777344,8.473294258117676,3.0184476375579834,1.6354625225067139
74,75,44,1.850717306137085,325.19879150390625,43.512351989746094,1.0721814632415771
75,76,56,39.87730407714844,7.166195869445801,2.640641450881958,1.2238848209381104
76,77,23,33.09765625,57.318363189697266,2.406033992767334,0.5439490079879761
77,78,6,25.052980422973633,12.029754638671875,1.9033957719802856,14.330225944519043
78,79,19,2.80656361579895,17.69493865966797,2.6232004165649414,2.076022148132324
79,80,2,1.127862811088562,4.425562858581543,2.795685291290283,0.7755658030509949
80,81,10,2.289466142654419,9.48949909210205,2.6563055515289307,0.6983758211135864
81,82,34,1.8112422227859497,7.892606735229492,2.9802355766296387,0.5012891292572021
82,83,24,4.382352828979492,3.413703441619873,2.9359307289123535,0.46613457798957825
83,84,43,3.135389566421509,26.302268981933594,2.5484485626220703,1.1551169157028198
84,85,32,1.0180414915084839,19.456510543823242,2.9636380672454834,0.4700011610984802
85,86,46,46.09598159790039,6.471657752990723,2.866039752960205,2.3959288597106934
86,87,5,1.4116398096084595,147.90208435058594,7.394558906555176,1.693487524986267
87,88,25,1.8502782583236694,4.126656532287598,3.0078201293945312,0.33820512890815735
88,89,17,1.7332144975662231,29.341543197631836,2.4788548946380615,0.541725218296051
89,90,55,3.800147294998169,28.040231704711914,2.7737951278686523,0.6807937622070312
90,91,12,5.047996997833252,9.78797435760498,2.8989462852478027,3.0527665615081787
91,92,20,2.015275001525879,3.5726706981658936,2.709514856338501,0.7687991261482239
92,93,0,1.4120256900787354,461.07720947265625,278.37030029296875,1.3416049480438232
93,94,32,0.8189076781272888,81.22391510009766,3.025233030319214,0.4793095290660858
94,95,48,4.4041972160339355,5.908470153808594,2.908543825149536,0.5674653649330139
95,96,45,2.641653060913086,107.97315216064453,2.9446072578430176,3.2634005546569824
96,97,4,2.6974689960479736,265.3011169433594,2.9176695346832275,1.7180548906326294
97,98,52,3.298187017440796,200.8724822998047,12.069972038269043,1.2898783683776855
98,99,24,0.7942747473716736,40.315391540527344,2.9979357719421387,0.5098726153373718
99,100,36,1.32612144947052,13.62304401397705,2.870539903640747,0.94971764087677
100,101,38,1.3164299726486206,26.32787322998047,3.011549711227417,0.4637112617492676
101,102,24,0.5427995324134827,4.955589771270752,3.0108258724212646,0.4569242000579834
102,103,12,5.870582580566406,7.381047248840332,2.488023519515991,0.8816643357276917
103,104,24,0.5698960423469543,24.3026180267334,3.0285089015960693,0.507154643535614
104,105,30,10.988350868225098,15.94123649597168,3.074031352996826,1.0877755880355835
105,106,52,1.1903668642044067,63.09904479980469,2.878835916519165,0.9607552886009216
106,107,40,3.6721880435943604,26.450763702392578,2.94530987739563,0.7247456908226013
107,108,34,2.188690662384033,80.45215606689453,2.8932621479034424,0.5256599187850952
108,109,28,2.166736602783203,45.83555603027344,2.9682891368865967,0.8112234473228455
109,110,5,3.4587552547454834,99.24427032470703,3.0511891841888428,0.7881825566291809
110,111,7,1.2217868566513062,11.268986701965332,2.9659042358398438,1.06191885471344
111,112,30,19.264760971069336,14.021175384521484,3.0003726482391357,1.2938989400863647
112,113,35,3.9269773960113525,7.927275657653809,2.981419086456299,0.5957145690917969
113,114,17,1.2179546356201172,33.285850524902344,2.7296533584594727,0.48684561252593994
114,115,32,1.9916338920593262,9.008854866027832,2.649752140045166,0.4409883916378021
115,116,46,2.081059694290161,549.3489379882812,74.01634979248047,1.622268557548523
116,117,51,0.9491640329360962,7.525607585906982,2.9838411808013916,0.47567877173423767
117,118,29,0.6083736419677734,66.04418182373047,3.2236783504486084,0.4107215106487274
118,119,15,2.103325366973877,92.6157455444336,3.000670909881592,1.1899012327194214
119,120,12,2.6503846645355225,4.346930503845215,2.731293201446533,0.9363733530044556
120,121,50,1.1826790571212769,32.53797149658203,2.614406108856201,0.8068127036094666
121,122,47,1.893781304359436,131.20359802246094,3.0183053016662598,1.8261544704437256
122,123,19,2.844486713409424,243.8726043701172,3.36622953414917,1.844815731048584
123,124,20,2.4266302585601807,111.14900970458984,3.9485461711883545,1.199998140335083
124,125,15,1.072392225265503,227.7617950439453,3.13712215423584,1.2596250772476196
125,126,44,0.9495555758476257,104.47431945800781,2.989076852798462,0.5523321032524109
126,127,12,1.2214683294296265,25.7620906829834,2.962432861328125,0.7329395413398743
127,128,44,0.7528783679008484,147.27203369140625,3.0484800338745117,0.5899056792259216
128,129,30,1.2473490238189697,118.92443084716797,4.47453498840332,1.318652868270874
129,130,21,2.5821595191955566,2261.387939453125,357.2204284667969,1.8217226266860962
130,131,15,5.819878578186035,415.60589599609375,5.238768577575684,1.2687532901763916
131,132,22,1.2051551342010498,501.3632507324219,132.4333953857422,0.9302668571472168
132,133,35,1.1993321180343628,542.7723388671875,38.2271728515625,0.9103626012802124
133,134,13,2.214045763015747,52.886749267578125,3.017263889312744,1.0094904899597168
134,135,32,0.8908136487007141,66.74642944335938,3.19599986076355,0.41773781180381775
135,136,47,29.056177139282227,312.10009765625,9.051192283630371,1.6146059036254883
136,137,45,1.3588720560073853,36.367008209228516,2.6827549934387207,0.7414759993553162
137,138,28,1.0026533603668213,57.673309326171875,2.8159308433532715,0.6953527331352234
138,139,8,1.487595558166504,44.30217361450195,3.0029804706573486,0.5920228958129883
139,140,52,1.0328987836837769,10.554985046386719,2.8480184078216553,0.6120848655700684
140,141,5,0.6850862503051758,8.719901084899902,3.0169334411621094,0.516600489616394
141,142,5,0.7196126580238342,25.76738166809082,2.9309017658233643,0.4262162744998932
142,143,33,1.252870798110962,55.56479263305664,3.0640580654144287,0.9711804389953613
143,144,53,1.8883098363876343,51.70630645751953,4.249186038970947,0.6598361134529114
144,145,17,0.9759622812271118,217.28758239746094,4.977206707000732,0.6466248631477356
145,146,25,0.6627811789512634,22.327335357666016,2.8743646144866943,0.4474896490573883
146,147,44,0.8737567663192749,85.47505950927734,3.0775537490844727,0.7138503193855286
147,148,45,1.3574776649475098,170.32313537597656,5.418869495391846,1.2053132057189941
148,149,52,0.8435126543045044,25.201679229736328,2.7843470573425293,0.9586482048034668
149,150,34,0.736538290977478,58.10317611694336,2.9654157161712646,0.3360327482223511
150,151,31,1.0750123262405396,151.4034881591797,3.336512804031372,0.7966456413269043
151,152,24,0.55475914478302,10.544534683227539,2.9682676792144775,0.4268457889556885
152,153,9,0.9313417673110962,10.367048263549805,2.873011827468872,0.7108800411224365
153,154,1,1.4939043521881104,37.171958923339844,2.7820403575897217,0.4588475227355957
154,155,17,0.9147651791572571,42.55752944946289,2.2928998470306396,0.5778977274894714
155,156,26,2.0904269218444824,699.4105834960938,50.510807037353516,1.537278175354004
156,157,17,0.7060154676437378,3.0924856662750244,3.007695436477661,0.43658509850502014
157,158,15,1.2764980792999268,78.25386810302734,2.9409470558166504,0.9326273202896118
158,159,1,0.9058736562728882,34.2928466796875,3.0005595684051514,0.554079532623291
159,160,32,0.5304499268531799,89.48927307128906,2.9231173992156982,0.37863945960998535
160,161,23,0.8357758522033691,29.039962768554688,2.82901668548584,0.5026244521141052
161,162,20,1.9524097442626953,23.79829216003418,2.860579252243042,0.7303316593170166
162,163,53,1.2640248537063599,7.711339473724365,2.944087028503418,0.7393245697021484
163,164,3,0.7761973738670349,25.331565856933594,2.5121264457702637,0.7109032869338989
164,165,9,1.0749826431274414,24.669660568237305,2.774566411972046,0.4672994613647461
165,166,29,0.9196787476539612,3.9572863578796387,2.8154473304748535,0.3181285262107849
166,167,44,0.4369845986366272,26.065370559692383,2.9906704425811768,0.4854743480682373
167,168,33,3.1762351989746094,15.96540355682373,3.003815174102783,0.4881123900413513
168,169,13,1.9283397197723389,8.589957237243652,2.970212459564209,1.236886978149414
169,170,27,0.9431328773498535,6.196382999420166,2.679265022277832,0.4795956015586853
170,171,55,0.8347669839859009,29.003616333007812,2.9673705101013184,0.5272379517555237
171,172,11,0.877270519733429,34.36277389526367,2.988665819168091,0.5398330688476562
172,173,21,2.764599084854126,60.920188903808594,2.960150957107544,0.5294798016548157
173,174,21,0.9258607625961304,7.207310199737549,3.0072760581970215,0.6513981819152832
174,175,15,0.8784022927284241,84.77892303466797,2.975532054901123,0.6843032240867615
175,176,2,0.8108388185501099,11.77391242980957,2.923182964324951,0.3875926733016968
176,177,21,0.9257025718688965,69.38977813720703,3.0024607181549072,0.4079321324825287
177,178,52,0.7800511121749878,40.568702697753906,3.0022459030151367,0.5199366807937622
178,179,24,0.608936607837677,17.792762756347656,2.807419538497925,0.42666172981262207
179,180,12,1.7585132122039795,9.1259183883667,2.7486484050750732,0.6358217597007751
180,181,11,0.5858587622642517,85.65618896484375,3.693373203277588,0.46372953057289124
181,182,57,18.02690887451172,30.995319366455078,2.773190498352051,12.858541488647461
182,183,9,0.5262123346328735,31.852783203125,2.8262507915496826,0.4597848951816559
183,184,32,0.39517584443092346,17.07657241821289,2.9867427349090576,0.3336605429649353
184,185,32,0.3595200479030609,3.2323696613311768,2.9106009006500244,0.3956531584262848
185,186,43,0.8976812362670898,105.34383392333984,4.949027061462402,1.08964204788208
186,187,27,0.7273328304290771,52.0628662109375,2.9401471614837646,0.47385576367378235
187,188,44,0.7373262643814087,5.266281604766846,2.97322416305542,0.4270090162754059
188,189,50,0.6370929479598999,151.17982482910156,6.143007755279541,0.5229496359825134
189,190,24,0.5951054096221924,29.445476531982422,2.946058988571167,0.4232833683490753
190,191,5,0.5651814937591553,3.0140528678894043,2.942337989807129,0.4538290500640869
191,192,57,3.812922239303589,1148.830322265625,289.2718811035156,3.666487693786621
192,193,14,0.5790004134178162,3.27567195892334,2.8822832107543945,0.48308026790618896
193,194,12,0.80640709400177,22.55423355102539,2.671642780303955,0.6789882183074951
194,195,12,0.7583572268486023,20.965450286865234,3.458566188812256,0.8308477997779846
195,196,2,0.48337221145629883,3.0387566089630127,2.993720531463623,0.47429904341697693
196,197,47,1.2736130952835083,118.7314453125,2.9836513996124268,0.7128855586051941
197,198,27,0.5354266166687012,67.09614562988281,3.005960702896118,0.5763922929763794
198,199,4,0.8891434669494629,82.59021759033203,3.0286765098571777,0.4890749752521515
199,200,54,2.900409698486328,338.4765930175781,33.705322265625,2.2703940868377686
200,201,6,1.0872389078140259,34.544158935546875,2.551039218902588,0.49863874912261963
201,202,39,0.9021835923194885,25.917362213134766,3.013712167739868,0.581636905670166
202,203,19,0.9433267712593079,22.949352264404297,2.994905710220337,0.45784130692481995
203,204,47,0.7235921621322632,101.32796478271484,2.804563522338867,0.6406471133232117
204,205,42,0.3917999267578125,81.61695098876953,2.8807406425476074,0.37027591466903687
205,206,6,0.5952953100204468,115.4376449584961,3.217698097229004,0.5499266386032104
206,207,56,0.6076709032058716,22.44721221923828,2.9782567024230957,0.4194740355014801
207,208,42,0.3351145088672638,44.25767517089844,2.8053133487701416,0.33908841013908386
208,209,45,1.3412874937057495,42.96844482421875,2.7167630195617676,0.5957638621330261
209,210,4,0.6022495031356812,415.6294860839844,13.0813627243042,0.8212607502937317
210,211,56,0.6138622760772705,10.090353965759277,2.8917651176452637,0.45847415924072266
211,212,17,1.5959160327911377,115.20654296875,2.999946117401123,0.5060612559318542
212,213,31,0.9119845628738403,49.9560546875,2.690906286239624,0.690297544002533
213,214,55,0.7055036425590515,4.898569583892822,2.8002660274505615,0.5455945134162903
214,215,8,0.7860631942749023,16.11312484741211,2.959867000579834,0.7396335601806641
215,216,16,0.6147171258926392,13.318126678466797,2.735748767852783,0.36540666222572327
216,217,44,0.5988613367080688,19.46271324157715,3.0060482025146484,0.4372357428073883
217,218,27,0.6974928975105286,19.085596084594727,2.935563325881958,0.42681124806404114
218,219,46,0.5143648386001587,12.965825080871582,2.973839282989502,0.47227001190185547
219,220,32,0.3889327049255371,65.82164764404297,2.8925821781158447,0.36413198709487915
220,221,42,0.33004286885261536,17.455839157104492,2.87855863571167,0.3091345727443695
221,222,44,0.4471990764141083,24.98377799987793,3.010326623916626,0.4507659375667572
222,223,10,0.6286090612411499,65.67491912841797,3.101360321044922,0.4138794243335724
223,224,22,0.6627120971679688,16.272180557250977,2.7338573932647705,0.5723699331283569
224,225,5,0.513778567314148,13.620969772338867,2.800450563430786,0.5472614169120789
225,226,30,0.60185307264328,32.77505874633789,2.9874298572540283,0.6055434346199036
226,227,2,0.39079952239990234,23.394662857055664,2.91619610786438,0.690439760684967
227,228,46,0.5945227742195129,115.50230407714844,2.5912413597106934,0.5912914872169495
228,229,39,0.5044586062431335,55.88484191894531,2.9365015029907227,0.5903583765029907
229,230,42,0.32679876685142517,42.593963623046875,2.897665023803711,0.35570117831230164
230,231,5,0.45206406712532043,48.7312126159668,2.9303760528564453,0.3869239389896393
231,232,27,0.4280478060245514,64.84503936767578,3.370788097381592,0.4883924126625061
232,233,9,0.3909226655960083,49.402034759521484,2.677058458328247,0.46609365940093994
233,234,10,0.4924986660480499,87.96209716796875,2.8309686183929443,0.3510776460170746
234,235,44,0.4152817726135254,54.641876220703125,3.0985774993896484,0.39964401721954346
235,236,17,0.7286416888237,51.918521881103516,2.6765875816345215,0.3870601952075958
236,237,36,0.611662745475769,106.49220275878906,2.767348289489746,0.5703081488609314
237,238,48,0.3947006165981293,70.61241912841797,2.879610300064087,0.38924655318260193
238,239,20,0.9313514232635498,48.341835021972656,3.001668930053711,0.5103794932365417
239,240,46,0.5343860387802124,5.205634593963623,3.0012905597686768,0.4359259009361267
240,241,27,0.6218269467353821,34.441768646240234,2.981804609298706,0.3898096978664398
241,242,16,0.5323717594146729,27.32289695739746,2.097832202911377,0.3340183198451996
242,243,29,0.310619592666626,14.378503799438477,2.8066208362579346,0.3315827250480652
243,244,42,0.3431777060031891,4.241252899169922,2.8913791179656982,0.30604708194732666
244,245,42,0.388535737991333,9.405820846557617,2.609673023223877,0.30199500918388367
245,246,41,0.5748163461685181,49.90095901489258,2.6242549419403076,0.4669698476791382
246,247,15,0.6892389059066772,71.4842300415039,2.8045761585235596,0.43720436096191406
247,248,18,0.5609111189842224,59.43378448486328,3.2778890132904053,0.3349169194698334
248,249,7,0.577301561832428,13.7235746383667,2.9800708293914795,0.5200492739677429
249,250,10,0.49108874797821045,37.14915466308594,2.9298899173736572,0.44317325949668884
250,251,10,0.5652033090591431,21.58098793029785,2.9668030738830566,0.5920221209526062
251,252,52,0.5516999363899231,25.93577003479004,2.9616594314575195,0.4422200322151184
252,253,11,0.4058346450328827,18.013837814331055,2.886009454727173,0.4095395803451538
253,254,21,0.7649782299995422,34.31549072265625,2.9749672412872314,0.6012497544288635
